August 2026 sales · order detail (WMS export),,,,
Date,Order no.,SKU,Quantity,Customer
2026-08-15,ORD-103502,SKU-DAI-0184,10,Lucero Minimarket
15-Aug-26,ORD-103502,SKU-HOM-0204,11,La Lucha Restaurant
2026-08-15,ORD-103503,SKU-BEA-0191,4,Wong North Supermarkets
15-Aug-26,ORD-103503,SKU-BEV-0084,13,Andean Group Offices
2026-08-15,ORD-103505,SKU-OFF-0043,9,El Tornillo Hardware
2026-08-15,ORD-103506,SKU-HOM-0065,14,San Martin Corner Store
2026-08-15,ORD-103506,SKU-DAI-0072,4,Inkafarma Comas Pharmacy
2026-08-15,ORD-103507,SKU-DAI-0313,1,Lince Vet Center
15-Aug-26,ORD-103507,SKU-FRO-0090,22,Inkafarma Comas Pharmacy
15/08/2026,ORD-103508,SKU-FRO-0179,5,Delta Construction
15/08/2026,ORD-103508,SKU-FRO-0213,4,Lince Vet Center
15/08/2026,ORD-103509,SKU-BEV-0174,2,Delta Construction
15-Aug-26,ORD-103509,SKU-DAI-0303,4,San Martin Corner Store
15-Aug-26,ORD-103510,SKU-DAI-0003,15,San Martin Corner Store
15/08/2026,ORD-103510,SKU-BEA-0119,3,El Tornillo Hardware
15/08/2026,ORD-103510,SKU-HOM-0089,3,Inkafarma Comas Pharmacy
15-Aug-26,ORD-103511,SKU-BEV-0084,18,Delta Construction
15/08/2026,ORD-103511,SKU-HOM-0020,6,Wong North Supermarkets
15/08/2026,ORD-103512,SKU-DAI-0003,3,Lince Vet Center
15/08/2026,ORD-103512,SKU-OFF-0257,1,Lince Vet Center
15/08/2026,ORD-103513,SKU-BEA-0312,13,Lince Vet Center
15-Aug-26,ORD-103513,SKU-DAI-0169,8,Inkafarma Comas Pharmacy
2026-08-15,ORD-103514,SKU-PET-0017,5,San Martin Corner Store
2026-08-15,ORD-103514,SKU-FRO-0114,11,San Martin Corner Store
15/08/2026,ORD-103515,SKU-CLE-0209,6,El Tornillo Hardware
15-Aug-26,ORD-103515,SKU-BEA-0119,10,San Martin Corner Store
2026-08-15,ORD-103516,SKU-HOM-0204,4,Lince Vet Center
15-Aug-26,ORD-103516,SKU-DAI-0123,2,Wong North Supermarkets
15/08/2026,ORD-103517,SKU-OFF-0228,16,El Tornillo Hardware
15/08/2026,ORD-103517,SKU-FRO-0114,14,El Tornillo Hardware
15/08/2026,ORD-103518,SKU-TOO-0125,2,Inkafarma Comas Pharmacy
15-Aug-26,ORD-103519,SKU-FRO-0196,13,San Martin Corner Store
2026-08-15,ORD-103519,SKU-OFF-0257,5,Delta Construction
15-Aug-26,ORD-103520,SKU-TOO-0026,3,La Lucha Restaurant
2026-08-15,ORD-103520,SKU-TOO-0216,15,Inkafarma Comas Pharmacy
2026-08-15,ORD-103522,SKU-CLE-0299,15,Andean Group Offices
2026-08-15,ORD-103523,SKU-DAI-0054,2,La Lucha Restaurant
2026-08-15,ORD-103524,SKU-DAI-0313,2,Lince Vet Center
15-Aug-26,ORD-103524,SKU-PET-0227,4,San Martin Corner Store
15/08/2026,ORD-103525,SKU-HOM-0065,2,San Martin Corner Store
15/08/2026,ORD-103525,SKU-BEA-0045,13,Lince Vet Center
15-Aug-26,ORD-103526,SKU-TOO-0279,2,Happy Pet Store
15-Aug-26,ORD-103526,SKU-FRO-0278,2,Lucero Minimarket
15-Aug-26,ORD-103526,SKU-FRO-0213,21,Lucero Minimarket
15/08/2026,ORD-103527,SKU-PET-0217,14,San Martin Corner Store
2026-08-15,ORD-103527,SKU-DAI-0123,6,El Tornillo Hardware
2026-08-15,ORD-103528,SKU-HOM-0251,3,El Tornillo Hardware
2026-08-15,ORD-103528,SKU-PET-0102,10,Andean Group Offices
2026-08-15,ORD-103528,SKU-DAI-0070,5,El Tornillo Hardware
15/08/2026,ORD-103529,SKU-FRO-0109,9,La Lucha Restaurant
15/08/2026,ORD-103529,SKU-FRO-0278,8,San Martin Corner Store
15/08/2026,ORD-103529,SKU-CLE-0061,6,Delta Construction
2026-08-15,ORD-103530,SKU-BEV-0180,16,La Lucha Restaurant
2026-08-15,ORD-103530,SKU-BEA-0062,8,Wong North Supermarkets
15/08/2026,ORD-103531,SKU-GAR-0021,1,Lince Vet Center
2026-08-15,ORD-103531,SKU-DAI-0082,8,Delta Construction
15/08/2026,ORD-103532,SKU-CLE-0248,6,Happy Pet Store
15-Aug-26,ORD-103533,SKU-OFF-0284,18,La Lucha Restaurant
15/08/2026,ORD-103534,SKU-SNA-0051,1,Lucero Minimarket
2026-08-15,ORD-103535,SKU-TOO-0049,28,San Martin Corner Store
2026-08-15,ORD-103536,SKU-FRO-0238,15,La Lucha Restaurant
15-Aug-26,ORD-103537,SKU-BEV-0202,4,La Lucha Restaurant
2026-08-15,ORD-103539,SKU-GAR-0039,14,La Lucha Restaurant
15-Aug-26,ORD-103539,SKU-TOO-0295,12,Inkafarma Comas Pharmacy
2026-08-15,ORD-103540,SKU DAI 0054,2,Inkafarma Comas Pharmacy
2026-08-15,ORD-103540,SKU-HAR-0266,7,La Lucha Restaurant
15/08/2026,ORD-103541,SKU-DAI-0082,1,Wong North Supermarkets
15/08/2026,ORD-103542,SKU-OFF-0228,9,San Martin Corner Store
2026-08-15,ORD-103543,SKU-SNA-0244,16,Andean Group Offices
2026-08-15,ORD-103544,SKU-DAI-0184,7,Andean Group Offices
15/08/2026,ORD-103544,SKU-TOO-0125,12,San Martin Corner Store
15-Aug-26,ORD-103545,SKU-DAI-0123,6,Lince Vet Center
2026-08-15,ORD-103545,SKU-BEA-0045,14,Lince Vet Center
15/08/2026,ORD-103545,SKU-HOM-0065,14,La Lucha Restaurant
2026-08-15,ORD-103546,sku-gar-0039,9,Happy Pet Store
15-Aug-26,ORD-103547,SKU-DAI-0003,20,Lucero Minimarket
15/08/2026,ORD-103547,SKU-SNA-0051,2,Andean Group Offices
15/08/2026,ORD-103547,SKU-SNA-0292,5,Happy Pet Store
15/08/2026,ORD-103548,SKU DAI 0313,4,Happy Pet Store
2026-08-15,ORD-103549,SKU-CLE-0282,9,Lucero Minimarket
2026-08-15,ORD-103551,SKU-HOM-0286,5,La Lucha Restaurant
2026-08-15,ORD-103551,SKU-SNA-0199,5,Happy Pet Store
15-Aug-26,ORD-103552,SKU-OFF-0284,19,Happy Pet Store
15/08/2026,ORD-103552,SKU-BEV-0084,1,Inkafarma Comas Pharmacy
15-Aug-26,ORD-103553,SKU-GAR-0120,2,Wong North Supermarkets
15/08/2026,ORD-103553,SKU-FRO-0213,11,San Martin Corner Store
15/08/2026,ORD-103554,SKU-FRO-0261,6,Wong North Supermarkets
15/08/2026,ORD-103554,SKU-FRO-0220,2,La Lucha Restaurant
15-Aug-26,ORD-103555,SKU-CLE-0141,10,El Tornillo Hardware
15/08/2026,ORD-103557,SKU-HOM-0204,16,Happy Pet Store
2026-08-15,ORD-103557,SKU-DAI-0164,5,Delta Construction
2026-08-15,ORD-103557,SKU-BEA-0045,8,Lince Vet Center
2026-08-15,ORD-103558,sku-bea-0034,6,Andean Group Offices
15-Aug-26,ORD-103558,SKU-TOO-0216,15,Happy Pet Store
15-Aug-26,ORD-103559,SKU-DAI-0082,4,Lucero Minimarket
15-Aug-26,ORD-103559,SKU-OFF-0043,7,Inkafarma Comas Pharmacy
2026-08-15,ORD-103559,SKU-DAI-0003,18,Delta Construction
15/08/2026,ORD-103560,SKU-BEA-0215,10,San Martin Corner Store
2026-08-15,ORD-103561,SKU-DAI-0184,13,Inkafarma Comas Pharmacy
15-Aug-26,ORD-103561,SKU-TOO-0080,2,Andean Group Offices
15/08/2026,ORD-103561,SKU-BEA-0045,10,Happy Pet Store
15-Aug-26,ORD-103562,SKU-GAR-0113,17,Wong North Supermarkets
2026-08-15,ORD-103562,SKU-FRO-0220,8,La Lucha Restaurant
15/08/2026,ORD-103563,sku-bea-0062,8,San Martin Corner Store
15/08/2026,ORD-103563,SKU-HOM-0208,16,San Martin Corner Store
2026-08-15,ORD-103563,SKU-TOO-0080,6,La Lucha Restaurant
15/08/2026,ORD-103564,SKU-CLE-0108,12,Delta Construction
2026-08-15,ORD-103564,SKU-FRO-0132,14,Wong North Supermarkets
2026-08-15,ORD-103565,SKU-FRO-0213,14,Andean Group Offices
15-Aug-26,ORD-103565,SKU-BEA-0062,11,Lucero Minimarket
15/08/2026,ORD-103566,SKU-SNA-0199,20,Andean Group Offices
2026-08-15,ORD-103566,SKU-TOO-0221,8,La Lucha Restaurant
2026-08-15,ORD-103567,SKU-BEA-0291,1,Wong North Supermarkets
15-Aug-26,ORD-103567,SKU-PET-0318,2,Lince Vet Center
15-Aug-26,ORD-103567,SKU-BEV-0058,16,San Martin Corner Store
2026-08-15,ORD-103568,SKU-BEA-0006,25,Delta Construction
15/08/2026,ORD-103568,SKU-TOO-0091,1,El Tornillo Hardware
2026-08-15,ORD-103568,SKU-DAI-0164,2,Andean Group Offices
2026-08-15,ORD-103569,SKU-DAI-0082,1,Delta Construction
2026-08-15,ORD-103569,SKU-FRO-0109,7,Andean Group Offices
2026-08-15,ORD-103570,SKU-DAI-0070,8,San Martin Corner Store
2026-08-15,ORD-103570,SKU-DAI-0123,3,Lince Vet Center
15/08/2026,ORD-103571,SKU-SNA-0057,8,El Tornillo Hardware
15/08/2026,ORD-103572,SKU-TOO-0049,10,San Martin Corner Store
15/08/2026,ORD-103572,SKU-DAI-0082,7,Wong North Supermarkets
15/08/2026,ORD-103573,SKU-OFF-0249,2,Lucero Minimarket
15/08/2026,ORD-103573,SKU-DAI-0303,3,Andean Group Offices
16/08/2026,ORD-103574,SKU-DAI-0082,6,El Tornillo Hardware
16-Aug-26,ORD-103575,SKU-HOM-0204,10,El Tornillo Hardware
16-Aug-26,ORD-103575,SKU DAI 0313,8,Andean Group Offices
16-Aug-26,ORD-103575,SKU-HOM-0289,5,El Tornillo Hardware
16/08/2026,ORD-103576,SKU-DAI-0003,2,San Martin Corner Store
2026-08-16,ORD-103576,SKU-DAI-0123,7,Inkafarma Comas Pharmacy
16-Aug-26,ORD-103576,SKU-DAI-0184,1,Happy Pet Store
16-Aug-26,ORD-103577,SKU-BEA-0034,6,Delta Construction
16-Aug-26,ORD-103578,SKU-FRO-0014,15,Lince Vet Center
16-Aug-26,ORD-103578,SKU-FRO-0090,17,Happy Pet Store
16/08/2026,ORD-103579,SKU-GAR-0157,23,Wong North Supermarkets
16/08/2026,ORD-103579,SKU-HOM-0020,4,Delta Construction
16-Aug-26,ORD-103580,SKU-HOM-0065,9,Inkafarma Comas Pharmacy
16-Aug-26,ORD-103580,SKU-OFF-0249,8,San Martin Corner Store
16/08/2026,ORD-103581,SKU-SNA-0223,1,Lucero Minimarket
2026-08-16,ORD-103581,SKU-OFF-0228,10,Happy Pet Store
16-Aug-26,ORD-103582,SKU-SNA-0244,4,Andean Group Offices
2026-08-16,ORD-103582,SKU-OFF-0257,7,La Lucha Restaurant
2026-08-16,ORD-103584,SKU-OFF-0043,2,El Tornillo Hardware
16-Aug-26,ORD-103584,SKU-SNA-0292,6,Lucero Minimarket
2026-08-16,ORD-103584,SKU-DAI-0184,13,Wong North Supermarkets
16/08/2026,ORD-103585,SKU-DAI-0082,9,Wong North Supermarkets
16/08/2026,ORD-103585,SKU-PET-0173,3,La Lucha Restaurant
16-Aug-26,ORD-103585,SKU-SNA-0244,4,La Lucha Restaurant
2026-08-16,ORD-103586,SKU-BEA-0193,8,Delta Construction
16/08/2026,ORD-103587,SKU-TOO-0131,3,Andean Group Offices
16-Aug-26,ORD-103587,SKU-BEV-0301,2,Inkafarma Comas Pharmacy
16/08/2026,ORD-103588,SKU-BEV-0311,23,Lince Vet Center
16/08/2026,ORD-103588,SKU-GAR-0287,1,Inkafarma Comas Pharmacy
2026-08-16,ORD-103589,SKU-PET-0040,23,Wong North Supermarkets
2026-08-16,ORD-103589,SKU-CLE-0282,8,El Tornillo Hardware
2026-08-16,ORD-103591,SKU-OFF-0228,9,El Tornillo Hardware
16/08/2026,ORD-103591,SKU-HOM-0316,2,Lince Vet Center
2026-08-16,ORD-103592,SKU-GAR-0287,6,Lince Vet Center
16/08/2026,ORD-103592,SKU-FRO-0109,8,San Martin Corner Store
2026-08-16,ORD-103592,SKU-DAI-0082,6,La Lucha Restaurant
16/08/2026,ORD-103593,SKU-CLE-0263,8,El Tornillo Hardware
16-Aug-26,ORD-103593,SKU-BEA-0019,3,La Lucha Restaurant
16/08/2026,ORD-103593,SKU-BEA-0045,2,El Tornillo Hardware
16-Aug-26,ORD-103595,SKU-PET-0217,8,San Martin Corner Store
16-Aug-26,ORD-103595,SKU-DAI-0184,1,Lucero Minimarket
2026-08-16,ORD-103595,SKU-BEA-0183,17,Happy Pet Store
2026-08-16,ORD-103596,SKU-BEA-0308,5,Wong North Supermarkets
2026-08-16,ORD-103596,SKU-OFF-0257,7,Delta Construction
2026-08-16,ORD-103597,SKU-PET-0318,9,Delta Construction
16/08/2026,ORD-103597,SKU-SNA-0046,11,Lucero Minimarket
16-Aug-26,ORD-103598,SKU-PET-0270,5,La Lucha Restaurant
2026-08-16,ORD-103599,SKU-CLE-0041,6,El Tornillo Hardware
16-Aug-26,ORD-103599,SKU-HAR-0237,17,Andean Group Offices
2026-08-16,ORD-103600,SKU-HOM-0289,7,San Martin Corner Store
2026-08-16,ORD-103600,SKU-GAR-0039,11,Andean Group Offices
2026-08-16,ORD-103601,SKU-FRO-0267,15,Happy Pet Store
16/08/2026,ORD-103601,SKU-TOO-0216,24,Happy Pet Store
16/08/2026,ORD-103602,SKU-PET-0040,3,Happy Pet Store
16-Aug-26,ORD-103602,SKU-DAI-0164,4,Andean Group Offices
2026-08-16,ORD-103604,SKU-OFF-0249,2,Delta Construction
2026-08-16,ORD-103604, SKU-PET-0173,6,El Tornillo Hardware
16-Aug-26,ORD-103604,SKU-OFF-0228,24,Delta Construction
16/08/2026,ORD-103605,SKU-OFF-0228,19,Lucero Minimarket
16-Aug-26,ORD-103605,SKU-OFF-0259,4,Happy Pet Store
16/08/2026,ORD-103606,SKU-DAI-0164,6,Lucero Minimarket
16/08/2026,ORD-103606, SKU-DAI-0054,3,La Lucha Restaurant
16/08/2026,ORD-103606,SKU-FRO-0109,10,La Lucha Restaurant
16/08/2026,ORD-103607,SKU-TOO-0216,4,Lucero Minimarket
2026-08-16,ORD-103607,SKU-BEA-0019,4,La Lucha Restaurant
16/08/2026,ORD-103608,SKU-TOO-0080,2,Delta Construction
2026-08-16,ORD-103609,SKU-OFF-0283,18,Lucero Minimarket
2026-08-16,ORD-103609,SKU-GAR-0021,1,Lince Vet Center
16-Aug-26,ORD-103611,SKU-GAR-0113,11,Happy Pet Store
2026-08-16,ORD-103611,SKU-DAI-0072,2,Inkafarma Comas Pharmacy
2026-08-16,ORD-103612,SKU-DAI-0303,2,La Lucha Restaurant
16-Aug-26,ORD-103612,SKU-HAR-0093,9,Andean Group Offices
2026-08-16,ORD-103613,SKU-DAI-0169,1,Andean Group Offices
2026-08-16,ORD-103613,SKU-CLE-0248,2,Delta Construction
2026-08-16,ORD-103614,SKU-PET-0106,5,El Tornillo Hardware
2026-08-16,ORD-103615,SKU-HAR-0309,13,Inkafarma Comas Pharmacy
2026-08-16,ORD-103616,SKU-FRO-0203,26,Wong North Supermarkets
16/08/2026,ORD-103616,SKU-BEV-0174,4,Andean Group Offices
2026-08-16,ORD-103616,SKU-FRO-0132,8,Happy Pet Store
2026-08-16,ORD-103617,SKU-OFF-0010,6,Happy Pet Store
16/08/2026,ORD-103617,SKU-GAR-0157,2,La Lucha Restaurant
16/08/2026,ORD-103618,SKU-PET-0087,3,Happy Pet Store
2026-08-16,ORD-103618, SKU-SNA-0188,11,El Tornillo Hardware
16/08/2026,ORD-103619, SKU-FRO-0179,2,San Martin Corner Store
16/08/2026,ORD-103619,SKU-DAI-0123,1,Lince Vet Center
2026-08-16,ORD-103620,SKU-OFF-0257,10,Inkafarma Comas Pharmacy
16/08/2026,ORD-103620,SKU-DAI-0313,9,Delta Construction
16-Aug-26,ORD-103620,SKU-DAI-0123,3,El Tornillo Hardware
2026-08-16,ORD-103622,SKU-OFF-0257,2,Wong North Supermarkets
16-Aug-26,ORD-103622,sku-dai-0003,12,San Martin Corner Store
16-Aug-26,ORD-103623,SKU-DAI-0123,8,San Martin Corner Store
2026-08-16,ORD-103623,SKU-CLE-0018,21,Inkafarma Comas Pharmacy
16-Aug-26,ORD-103623,SKU-BEA-0144,15,Lucero Minimarket
16-Aug-26,ORD-103624,SKU-OFF-0257,6,Lince Vet Center
16/08/2026,ORD-103624,SKU-OFF-0140,5,Happy Pet Store
16/08/2026,ORD-103625,SKU-SNA-0199,3,Lince Vet Center
2026-08-16,ORD-103625,SKU-DAI-0184,14,Delta Construction
16/08/2026,ORD-103625,SKU-BEV-0174,3,Lince Vet Center
16/08/2026,ORD-103626,SKU-GAR-0195,13,Lince Vet Center
16/08/2026,ORD-103626,SKU-TOO-0069,4,San Martin Corner Store
16/08/2026,ORD-103627,SKU-BEV-0242,22,El Tornillo Hardware
16-Aug-26,ORD-103627,SKU-DAI-0164,2,Lince Vet Center
16-Aug-26,ORD-103628,SKU-TOO-0026,9,Happy Pet Store
16/08/2026,ORD-103628,SKU-BEA-0062,3,Inkafarma Comas Pharmacy
16/08/2026,ORD-103628,SKU-TOO-0279,11,Wong North Supermarkets
16/08/2026,ORD-103629,SKU-FRO-0196,16,San Martin Corner Store
16-Aug-26,ORD-103630,SKU-FRO-0272,7,Inkafarma Comas Pharmacy
2026-08-16,ORD-103631,SKU-BEA-0073,9,Andean Group Offices
16-Aug-26,ORD-103631,SKU-FRO-0114,18,Wong North Supermarkets
16/08/2026,ORD-103632,SKU-BEA-0177,6,Delta Construction
16/08/2026,ORD-103632,SKU-HOM-0316,9,El Tornillo Hardware
2026-08-16,ORD-103633,SKU-PET-0173,5,Lucero Minimarket
16-Aug-26,ORD-103634,SKU-SNA-0057,8,Inkafarma Comas Pharmacy
16-Aug-26,ORD-103634,SKU-CLE-0018,4,Andean Group Offices
2026-08-16,ORD-103635,SKU-BEA-0177,3,Lucero Minimarket
16-Aug-26,ORD-103635,SKU-FRO-0203,4,San Martin Corner Store
2026-08-16,ORD-103636,SKU-GAR-0287,7,Lucero Minimarket
16-Aug-26,ORD-103636,SKU-BEA-0191,5,Andean Group Offices
2026-08-16,ORD-103637,SKU-BEA-0096,5,Happy Pet Store
16/08/2026,ORD-103638,SKU-FRO-0272,21,Delta Construction
16-Aug-26,ORD-103638,SKU-OFF-0043,2,Wong North Supermarkets
16/08/2026,ORD-103638,SKU-FRO-0261,3,El Tornillo Hardware
2026-08-16,ORD-103639, SKU-FRO-0213,18,Wong North Supermarkets
16/08/2026,ORD-103639,SKU-GAR-0113,21,Lucero Minimarket
16-Aug-26,ORD-103640,SKU-BEA-0019,1,San Martin Corner Store
2026-08-16,ORD-103640,SKU-DAI-0070,7,Lucero Minimarket
16-Aug-26,ORD-103641,SKU-DAI-0003,15,El Tornillo Hardware
16-Aug-26,ORD-103641,SKU-OFF-0283,9,Lucero Minimarket
16/08/2026,ORD-103642,SKU-SNA-0292,3,Wong North Supermarkets
2026-08-16,ORD-103642,SKU-SNA-0030,13,La Lucha Restaurant
16/08/2026,ORD-103643,SKU-FRO-0203,20,Andean Group Offices
16/08/2026,ORD-103643,SKU-FRO-0136,1,San Martin Corner Store
16-Aug-26,ORD-103644,SKU-FRO-0296,5,Happy Pet Store
2026-08-16,ORD-103644,SKU-BEA-0126,8,Andean Group Offices
2026-08-16,ORD-103645,SKU-SNA-0057,12,San Martin Corner Store
16-Aug-26,ORD-103645,SKU-PET-0227,2,San Martin Corner Store
16-Aug-26,ORD-103646,SKU-HOM-0262,3,Wong North Supermarkets
2026-08-16,ORD-103646,sku-off-0228,13,Lince Vet Center
2026-08-16,ORD-103647,SKU-FRO-0261,2,Inkafarma Comas Pharmacy
16-Aug-26,ORD-103647,SKU-PET-0040,5,Lucero Minimarket
16/08/2026,ORD-103648,SKU-HOM-0253,2,El Tornillo Hardware
16/08/2026,ORD-103648,SKU-BEA-0151,9,Inkafarma Comas Pharmacy
16-Aug-26,ORD-103648,SKU-FRO-0296,3,Delta Construction
2026-08-16,ORD-103649,SKU-DAI-0184,10,Lince Vet Center
16-Aug-26,ORD-103649,SKU-FRO-0090,8,Delta Construction
16-Aug-26,ORD-103650,SKU-FRO-0109,7,Andean Group Offices
16/08/2026,ORD-103650,SKU-PET-0146,2,Wong North Supermarkets
16/08/2026,ORD-103650,SKU-HOM-0253,6,San Martin Corner Store
16-Aug-26,ORD-103651,SKU-OFF-0228,5,Happy Pet Store
16-Aug-26,ORD-103652,SKU-FRO-0261,4,La Lucha Restaurant
16-Aug-26,ORD-103653,SKU-PET-0227,1,Andean Group Offices
2026-08-16,ORD-103653,SKU-DAI-0184,11,Delta Construction
16-Aug-26,ORD-103653,SKU-FRO-0288,3,Happy Pet Store
2026-08-16,ORD-103654,SKU GAR 0113,17,Wong North Supermarkets
16/08/2026,ORD-103655,SKU-DAI-0003,9,San Martin Corner Store
16/08/2026,ORD-103656,SKU-PET-0040,18,San Martin Corner Store
16-Aug-26,ORD-103656,SKU-DAI-0072,15,Lucero Minimarket
16-Aug-26,ORD-103656,SKU-OFF-0060,12,Lince Vet Center
16/08/2026,ORD-103657,SKU-DAI-0184,17,El Tornillo Hardware
16/08/2026,ORD-103657,SKU-BEA-0019,2,Delta Construction
2026-08-16,ORD-103658,SKU-SNA-0233,1,Delta Construction
16-Aug-26,ORD-103659,SKU-BEA-0144,12,Delta Construction
16/08/2026,ORD-103659,SKU-DAI-0164,2,Inkafarma Comas Pharmacy
2026-08-16,ORD-103660,SKU-HOM-0020,1,Lince Vet Center
16-Aug-26,ORD-103660,SKU-OFF-0283,21,La Lucha Restaurant
2026-08-16,ORD-103661,SKU-SNA-0298,9,Inkafarma Comas Pharmacy
2026-08-16,ORD-103662,SKU-DAI-0072,8,San Martin Corner Store
16-Aug-26,ORD-103662,SKU-OFF-0043,12,La Lucha Restaurant
16-Aug-26,ORD-103663,SKU-HOM-0262,4,La Lucha Restaurant
16/08/2026,ORD-103664,SKU-SNA-0244,28,El Tornillo Hardware
16-Aug-26,ORD-103664,SKU-FRO-0213,8,Happy Pet Store
2026-08-16,ORD-103664,SKU-SNA-0030,6,Inkafarma Comas Pharmacy
16-Aug-26,ORD-103665,SKU-PET-0031,4,San Martin Corner Store
16/08/2026,ORD-103665,SKU-DAI-0054,5,Lucero Minimarket
16/08/2026,ORD-103667,SKU-SNA-0292,11,Andean Group Offices
16-Aug-26,ORD-103668,SKU-TOO-0279,11,Andean Group Offices
16/08/2026,ORD-103668,SKU-BEV-0219,11,Wong North Supermarkets
2026-08-16,ORD-103668,SKU-FRO-0278,12,El Tornillo Hardware
2026-08-16,ORD-103669,SKU-GAR-0039,4,Wong North Supermarkets
2026-08-16,ORD-103669,SKU-DAI-0313,10,Wong North Supermarkets
16/08/2026,ORD-103670,SKU-BEV-0219,4,San Martin Corner Store
16-Aug-26,ORD-103670,SKU-BEA-0062,3,San Martin Corner Store
2026-08-16,ORD-103671,SKU-OFF-0228,1,Lince Vet Center
2026-08-16,ORD-103671,SKU-DAI-0184,4,Happy Pet Store
16-Aug-26,ORD-103671,SKU-PET-0040,11,Inkafarma Comas Pharmacy
2026-08-16,ORD-103672,SKU-HOM-0020,1,Happy Pet Store
2026-08-16,ORD-103673,SKU-DAI-0313,8,Inkafarma Comas Pharmacy
16-Aug-26,ORD-103673,SKU-FRO-0238,7,Lince Vet Center
16/08/2026,ORD-103673,SKU-OFF-0284,16,Happy Pet Store
16-Aug-26,ORD-103674,SKU-DAI-0123,2,Delta Construction
16/08/2026,ORD-103675,SKU-BEA-0019,6,Inkafarma Comas Pharmacy
16-Aug-26,ORD-103675,SKU-GAR-0113,13,Happy Pet Store
16-Aug-26,ORD-103675,SKU-DAI-0313,2,Lince Vet Center
2026-08-16,ORD-103676,SKU-BEA-0183,9,Delta Construction
16/08/2026,ORD-103676,SKU-DAI-0003,20,El Tornillo Hardware
2026-08-16,ORD-103677,SKU-HOM-0065,14,Happy Pet Store
16-Aug-26,ORD-103677,SKU-FRO-0136,1,Wong North Supermarkets
2026-08-16,ORD-103678,SKU-HOM-0204,4,San Martin Corner Store
16/08/2026,ORD-103678,SKU-FRO-0090,25,San Martin Corner Store
2026-08-16,ORD-103678,SKU-OFF-0283,1,El Tornillo Hardware
16-Aug-26,ORD-103679,SKU-DAI-0082,4,Delta Construction
16-Aug-26,ORD-103679,SKU-OFF-0074,24,El Tornillo Hardware
16-Aug-26,ORD-103680,SKU-DAI-0164,3,Andean Group Offices
16/08/2026,ORD-103680,SKU-OFF-0249,4,Lince Vet Center
2026-08-16,ORD-103681,SKU-BEA-0062,2,Happy Pet Store
16/08/2026,ORD-103682,SKU-PET-0106,12,Delta Construction
2026-08-16,ORD-103682,SKU-BEA-0045,10,Inkafarma Comas Pharmacy
16/08/2026,ORD-103682,SKU-OFF-0225,12,La Lucha Restaurant
16/08/2026,ORD-103683,SKU-FRO-0014,15,El Tornillo Hardware
16/08/2026,ORD-103684,SKU-DAI-0123,1,Delta Construction
2026-08-16,ORD-103684,SKU-DAI-0070,10,Lince Vet Center
16-Aug-26,ORD-103685,SKU-FRO-0288,2,Lince Vet Center
16-Aug-26,ORD-103685,SKU-DAI-0054,7,San Martin Corner Store
16/08/2026,ORD-103685,SKU-PET-0227,6,Inkafarma Comas Pharmacy
2026-08-16,ORD-103686,SKU-FRO-0196,6,La Lucha Restaurant
16/08/2026,ORD-103686,SKU-DAI-0303,1,Inkafarma Comas Pharmacy
16/08/2026,ORD-103686,SKU-BEA-0193,10,Lince Vet Center
2026-08-16,ORD-103687,SKU-DAI-0169,15,Delta Construction
16/08/2026,ORD-103688,SKU-BEA-0310,12,El Tornillo Hardware
16/08/2026,ORD-103688,SKU-FRO-0196,7,El Tornillo Hardware
16/08/2026,ORD-103690,SKU-FRO-0109,3,Lince Vet Center
2026-08-16,ORD-103690,SKU-BEA-0034,6,Delta Construction
2026-08-16,ORD-103691,SKU-DAI-0123,7,Lince Vet Center
16-Aug-26,ORD-103691,SKU-BEV-0242,28,La Lucha Restaurant
2026-08-16,ORD-103691,SKU-TOO-0295,1,Lince Vet Center
2026-08-16,ORD-103692,sku-sna-0171,9,Andean Group Offices
16/08/2026,ORD-103692,SKU-BEV-0162,4,Inkafarma Comas Pharmacy
2026-08-16,ORD-103693,SKU-FRO-0238,4,Lucero Minimarket
2026-08-16,ORD-103693,SKU-HOM-0020,5,La Lucha Restaurant
16/08/2026,ORD-103694,SKU-PET-0099,20,San Martin Corner Store
2026-08-16,ORD-103695,SKU-GAR-0287,1,Lince Vet Center
2026-08-16,ORD-103695,SKU-FRO-0085,4,La Lucha Restaurant
16/08/2026,ORD-103696,SKU-OFF-0259,9,Lince Vet Center
16-Aug-26,ORD-103696,SKU-BEV-0180,7,Happy Pet Store
16-Aug-26,ORD-103696,SKU-DAI-0169,11,La Lucha Restaurant
16-Aug-26,ORD-103697,SKU-DAI-0082,10,Delta Construction
16-Aug-26,ORD-103697,SKU-DAI-0313,12,Andean Group Offices
16-Aug-26,ORD-103697,SKU-DAI-0313,20,San Martin Corner Store
16/08/2026,ORD-103698,SKU-TOO-0122,3,Happy Pet Store
2026-08-16,ORD-103698,SKU-BEA-0312,14,San Martin Corner Store
16-Aug-26,ORD-103699,SKU-DAI-0184,17,Inkafarma Comas Pharmacy
16/08/2026,ORD-103699,SKU-TOO-0026,9,Wong North Supermarkets
2026-08-16,ORD-103700,SKU-FRO-0267,16,Inkafarma Comas Pharmacy
16/08/2026,ORD-103700,SKU-GAR-0157,10,San Martin Corner Store
16/08/2026,ORD-103701,SKU-HOM-0112,4,Delta Construction
